Id,A01,A02,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,C01,C02,C03,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,D13,D14,D15,D16,D17,E01,F01,F02,F03,F04,F05,F06,F07,F08
502,-1.05473,-0.621657,-0.00728943,-0.830788,-0.005543095,0.208292,1.65716,-0.608252,-1.61543,-1.60878,0.111743,-2.93506,0.0405143,0.0042206,-0.312306,1.40198,0.000449156,-0.310848,-0.0025212,0.604445,0.003279085,1.08743,-1.99933,1.30921,-0.879872,-0.390899,0.0519333,-0.0633344,-0.0491493,0.000510567,0.0359501,-0.0253669,0.0109626,-0.00619663,-0.106669,0.0445599,0.104216,-0.00227946,-0.0210713,-0.032277,-1.09944,0.95538,0.143989,0.140317,0.862466,0.144978,0.740307,0.866306,0.572031,0,0,0,0.196094,-0.986956,1.28725
507,0.654096,0.863908,-0.275774,1.96829,0.311579,0.492353,-0.19726,-1.14282,0.0434124,-0.005902415,0.601814,1.36999,-1.57318,-0.515615,-0.636102,0.268384,0.000449156,-1.99672,-1.04138,0.293608,0.003279085,-0.0653847,0.361221,2.33071e-05,1.04317,-0.785935,0.0244213,0.10464,-0.0774294,0.0391489,0.00667704,-0.0489504,0.0990777,-0.201475,-0.168742,-0.0716498,0.091002,-0.219809,0.099379,-0.0416805,2.16922,0.709103,0.0741453,0.825031,0.652193,0.996633,0.538728,0.335558,0.184675,0,0,0,-1.18512,-0.0331925,-1.19074
510,-1.47151,-1.81366,-0.206182,0.756088,-2.01679,0.0338339,-0.445345,-0.770644,-0.076563,-1.25138,-0.0006379705,-0.013705,1.02855,0.380718,-0.2396,0.874635,0.000449156,-1.31101,-0.718684,1.06957,-0.857743,-1.13003,0.585951,0.0887313,0.21629,-0.305089,-0.0338182,-0.0537229,0.0130692,0.113932,0.0933589,-0.0466156,0.0302293,0.0177012,-0.0327864,0.0249955,0.0110782,-0.0118858,-0.0246961,-0.0100375,0.512686,0.855993,0.477616,0.350893,0.437585,0.2495,0.385154,0.500418,0.804647,0,0,0,0.0201162,0.756415,-0.291791
511,0.495658,-0.680707,0.155658,0.412931,-0.005543095,1.20584,-1.39832,-1.61981,-0.00529312,-0.690405,-0.27236,-0.472891,-0.52641,0.0042206,1.02727,-1.16807,0.000449156,3.33505,0.610983,-0.620287,0.865709,-0.233189,-0.333626,0.255241,1.13581,-0.141298,-0.0168979,0.0104619,-0.113393,0.0699019,0.0412851,-0.0704599,-0.00531191,-0.0987317,-0.00543315,0.0329654,0.0317768,-0.0565209,0.00498408,-0.0546162,0.222039,0.664692,0.722604,0.797745,0.964681,0.163116,0.486954,0.960748,0.792138,0,0,0,-0.676758,-1.23973,-0.224307
518,-0.438205,-0.447061,0.727952,-0.869575,1.86898,-0.306915,-0.112631,-0.650925,-0.508571,0.548448,0.685062,0.164231,1.24289,-0.639259,-0.887037,0.00164122,0.000449156,-0.336556,-0.150942,0.00854248,-0.449562,0.729726,-0.365777,-1.13776,0.119296,1.2819,0.0316122,0.0100179,-0.0233444,0.0841084,0.0624275,0.0269491,-0.0935652,0.125969,-0.00187234,0.037611,-0.0574035,-0.00692356,-0.0209918,0.0508169,-0.532128,0.384333,0.113455,0.61049,0.115166,0.00351808,0.0610212,0.957045,0.63942,0,0,0,0.376916,0.930837,0.841232
522,-0.0221709,-0.963079,-0.287242,-0.397643,-0.005543095,0.328519,0.152804,-0.63523,-1.25647,1.96971,-0.483159,-2.57644,0.438872,0.293517,-0.170949,1.73287,0.600955,0.00341673,-1.08084,0.443451,-1.69047,-0.203396,0.962258,-1.66509,0.2327,0.698975,0.000693251,0.0310957,0.013309,-0.00967638,0.0678891,-0.105703,0.083647,0.031645,-0.0432474,-0.0418889,-0.0633875,-0.0374569,-0.0847901,0.0387886,-0.612801,0.161542,0.911409,0.601281,0.116231,0.344787,0.00354066,0.924667,0.250952,0,0,0,-1.09602,-1.13545,-0.998697
527,1.61748,0.276294,-0.625087,0.776236,-1.77903,-0.966379,0.362053,0.140146,0.366151,-0.187576,1.66438,-0.463289,0.60467,-0.250896,-0.633141,0.304436,0.000449156,0.364745,1.49551,1.68983,-0.739199,0.398936,-0.0626249,2.33071e-05,-0.380842,0.974107,-0.164036,-0.200783,0.0408459,-0.00667549,0.252354,-0.168284,0.219232,-0.207078,-0.301026,-0.0312993,0.133844,-0.0265036,0.0367466,-0.0648286,-0.524324,0.883562,0.340623,0.943269,0.259508,0.636456,0.460412,0.130941,0.412543,0,0,0,-1.57776,1.93485,0.809784
530,1.09436,-0.16333,0.97733,0.00786242,-0.403041,1.52842,-2.45783,-0.128916,0.884242,1.27591,0.675797,0.203939,-0.554945,1.03217,-0.869582,2.06426,0.000449156,-1.93564,1.54884,1.1143,0.702178,-1.10792,-0.931454,0.29933,-1.23306,-0.350958,-0.102421,-0.119449,0.022955,0.0119815,0.0997381,-0.108177,0.174988,0.138419,-0.0539294,-0.0729066,-0.0338052,0.0601003,0.0226285,-0.0064294,0.585248,0.579566,0.281428,0.0803977,0.977077,0.286638,0.485399,0.730682,0.608972,0,0,0,-1.26974,1.33339,1.31198
550,1.46202,-0.462333,-0.346289,0.454001,-0.041091,0.543994,-0.00628882,-1.71334,-1.58114,-0.005902415,-0.678067,1.58127,1.178,1.1157,-0.993651,0.0177228,0.000449156,0.547532,2.00413,1.8528,0.260043,-1.05771,-0.970385,0.614795,0.935978,2.1086,-0.221105,-0.224448,0.0967736,0.0600825,0.223016,-0.132311,0.189581,-0.00778724,-0.273976,-0.0368567,0.122343,0.0587972,0.0339507,-0.0772327,-0.870676,0.491038,0.370309,0.92546,0.328896,0.280615,0.90576,0.870009,0.415056,0,0,0,-1.93873,2.2085,-0.349922
555,-0.747604,0.814067,0.775544,0.938954,-0.005543095,0.211113,-0.351793,0.0746525,0.651827,-0.005902415,-0.549601,0.560094,1.45236,-1.1835,0.0013667,-1.04651,0.249613,0.00341673,0.936238,0.72976,0.945056,0.33924,0.00719943,-0.922069,1.76108,0.0044138,0.112461,0.138325,0.020082,0.0634702,-0.0557288,0.0789124,-0.0187228,-0.04425,0.0268746,0.00859939,0.0501892,-0.0572188,0.058957,0.0746386,-0.531495,0.749044,0.0868182,0.234253,0.620091,0.817914,0.348004,0.5707,0.747364,0,0,0,0.262714,0.5675,1.06427
556,0.0861413,0.104363,1.6531,0.344073,-0.000347782,0.0872412,-0.269279,1.84225,-0.00529312,0.312231,-0.49471,1.80193,1.67776,0.0042206,0.839931,1.74661,0.000449156,0.798705,-0.592643,0.547349,-0.657742,-0.43876,0.244053,-1.44036,0.919232,-0.966054,0.0814548,0.0452114,-0.0635935,-0.0578046,-0.0750999,0.0297192,0.0355374,-0.0664049,0.0055025,-0.0101556,0.00817251,0.0209348,-0.0503621,-0.0204991,0.9,0.226507,0.192464,0.572213,0.303407,0.718834,0.481822,0.654925,0.414117,0,0,0,-0.109992,0.00249016,1.04669
559,0.00295705,0.302596,0.0576553,0.283236,-0.140338,0.692438,1.21897,-1.2173,-1.55758,2.32462,0.600663,-0.332896,1.29356,-0.130134,0.441707,0.00164122,0.860404,-2.0069,0.102129,-1.10115,-1.32527,0.769449,-0.845729,1.21206,0.615375,1.27431,0.0728277,0.0459573,-0.0638428,0.0476498,0.0280419,0.0295275,0.0791675,-0.0626155,-0.0688636,0.039255,0.0624456,-0.0374557,0.0496973,0.0412062,-1.71537,0.989413,0.424175,0.432036,0.243942,0.0658189,0.924412,0.0903455,0.333547,0,0,0,-2.78136,-1.00617,0.955317
568,-0.806033,0.104024,-1.01835,1.25269,-0.90354,1.7394,-0.883943,-0.426708,0.142289,-0.005902415,1.73267,0.376064,0.304905,-1.20315,0.0013667,-0.826748,0.000449156,-0.764299,1.18644,0.384487,-0.514686,0.00241088,0.146314,0.394042,-1.23405,-1.83866,0.098363,0.0783004,0.045969,0.025265,-0.080498,0.0290281,-0.00961568,-0.031387,0.0195791,-0.00548699,0.0510883,-0.0376764,0.0886838,-0.0230803,-0.95225,0.355019,0.488273,0.540954,0.791095,0.240601,0.0533617,0.482983,0.30225,3,0,0,-1.44325,-1.56517,-0.212873
570,1.06189,0.625083,-0.00728943,-0.880238,-1.87189,0.399729,-0.127592,2.14469,-0.00529312,0.615998,-0.692135,1.04329,-1.22664,-1.20001,0.522683,1.42792,0.544906,0.329593,-0.134673,1.16541,-1.25962,-1.85199,0.953578,0.277271,0.98646,-1.39833,-0.00581365,-0.0750075,0.0505587,0.16092,0.101151,-0.120551,0.170076,-0.222951,-0.176283,-0.0534736,0.118845,0.00758146,0.0734821,-0.133004,0.326999,0.0928941,0.446369,0.229451,0.65944,0.881206,0.69065,0.0218959,0.347795,0,0,0,-0.1946,-0.157611,0.341328
575,-1.71993,0.0673015,0.120962,-0.187353,-1.31828,1.45548,-1.30534,0.937257,1.62608,-0.61911,0.0316008,-0.175896,0.617316,-0.853828,0.848496,-1.39238,1.39007,0.00341673,-1.27349,-0.0314242,1.41287,-0.731115,-0.701871,0.700981,0.53489,-0.916511,0.204169,0.212571,-0.140422,0.0556001,-0.014644,0.0831944,0.00464621,-0.0874307,0.14704,-0.100043,-0.0398664,-0.0665365,0.0473627,-0.0509797,-0.890969,0.359531,0.0303075,0.884384,0.601112,0.86287,0.62386,0.376424,0.0574741,0,0,0,-0.35115,-0.356514,0.0745064
581,-0.0944466,0.297828,-1.04084,0.940237,0.127789,-0.731393,-0.00628882,1.25669,-0.47639,1.07342,1.39841,0.362714,-0.119948,-0.657586,1.69247,0.803049,0.000449156,0.816348,1.03355,-0.639723,0.003279085,-0.278528,-1.02434,0.991364,-0.745378,-0.722335,0.063203,0.0558173,-0.053076,0.015883,0.0918992,-0.0338388,-0.0313985,-0.0639706,-0.0477072,0.0583286,0.0633926,-0.0211578,-0.0442081,-0.0760703,-1.17911,0.250981,0.697842,0.804681,0.615383,0.0295074,0.149445,0.338942,0.664669,0,0,0,-0.174225,-1.4809,-1.15077
586,0.736543,1.94395,-0.745401,0.0956342,-1.58164,-0.52678,-0.0262335,-2.22607,1.02926,-0.005902415,1.52644,-1.11088,-1.16466,0.678395,0.954927,0.952171,0.441732,0.592072,0.534742,0.580752,0.0661824,0.00241088,-0.131244,1.36687,-0.425032,0.0367434,0.143104,0.155315,-0.0799973,0.0808115,-0.0377371,-0.0369656,0.0622906,-0.398359,-0.195014,-0.0145021,0.0890967,-0.173962,0.07045,-0.0134541,0.0735368,0.825361,0.378967,0.484224,0.653609,0.791643,0.0884984,0.930856,0.977073,0,0,0,-0.812872,1.76306,-1.00214
592,-1.48767,-1.24334,-0.104351,1.98481,-0.147161,1.36984,0.0223289,0.297481,0.488274,-0.646849,-0.0006379705,-0.377393,0.00408214,-2.15383,-0.826509,-0.820173,0.379479,-1.60096,0.004272155,0.554441,-0.436756,1.97332,-1.07331,0.987489,0.590747,0.533441,-0.0438409,-0.0510662,0.082849,0.044174,0.137826,-0.112926,0.0895744,-0.112457,-0.0722487,0.0201983,0.142327,0.023138,0.0820522,0.0210485,-0.666035,0.647149,0.896907,0.18418,0.346535,0.377621,0.678319,0.731289,0.800316,0,0,0,0.167172,-0.464695,1.30219
593,0.538403,0.0405385,0.534755,-0.0734994,0.819192,-0.660865,-0.292433,-0.165531,-0.165772,0.404488,-0.957074,-0.000462024,0.952702,0.755952,0.0013667,1.02579,0.000449156,2.41197,0.33339,0.559684,-0.0352394,0.723727,-0.204514,1.73328,0.247848,-1.13407,-0.0546486,-0.0708007,-0.0124787,0.0395816,-0.00201456,-0.0422039,0.00990833,-0.0121115,0.0357315,0.0427677,0.0413406,0.0434256,-0.0380911,0.0848764,0.53887,0.0643143,0.267753,0.669503,0.987958,0.576997,0.361413,0.878668,0.853982,0,0,0,0.830403,1.13822,-0.8734
595,-0.229656,-0.784959,-0.983461,1.31778,-0.371597,-0.13779,0.776381,-1.12706,1.39952,0.0188835,1.04379,0.689147,-1.47983,0.525626,0.780522,-1.69338,0.219134,-0.188545,-0.656286,0.00854248,-0.516312,-0.687296,-0.57377,-0.102407,0.887511,-0.195828,-0.030891,0.0109613,-0.0208555,0.0707968,-0.0172391,0.0818752,0.0859786,0.0584994,0.0296429,0.00948001,0.024608,0.0143075,-0.0363395,0.0476974,-0.421851,0.792202,0.588481,0.949479,0.801512,0.565808,0.581997,0.345979,0.813795,-2,0,0,-2.35439,0.132686,-0.847618
599,-0.33735,-0.391533,0.703806,0.131871,-0.559027,0.341445,1.25403,0.439495,-1.12553,-0.897417,1.14042,-0.0661985,0.764252,0.0042206,-1.30906,-0.261201,0.000449156,-2.42717,-0.538918,1.19844,-0.898493,-0.680293,-1.23065,0.902172,0.641852,1.56051,-0.109485,-0.0677114,0.0669268,0.0412055,-0.0502431,0.0571942,0.082891,0.00431307,-0.0993998,-0.0850392,-0.0199844,0.00747728,0.00291153,0.0501144,-0.887187,0.655987,0.711385,0.652025,0.0819973,0.240577,0.183544,0.424884,0.117448,0,0,0,-0.151756,0.000868038,-0.354389
601,-0.219336,-0.322329,-0.00728943,0.92485,1.16238,0.28713,-0.930277,-0.00132395,0.354104,-1.11195,0.340639,0.569518,-0.405431,1.43094,-0.258955,1.86506,0.000449156,-1.41034,-1.40752,-1.99045,0.473772,0.78718,0.889222,0.166689,-0.123939,-0.0800738,-0.0270114,-0.0659273,-0.0217604,-0.061859,0.00332049,-0.0728787,0.2024,-0.0744902,-0.00816457,-0.0946917,0.0387094,-0.00615468,-0.0420126,-0.031375,-0.711101,0.236988,0.361104,0.207714,0.225794,0.857632,0.972366,0.528515,0.466535,0,0,0,-1.39394,-0.66003,0.618196
602,-0.135404,0.356043,-1.59583,-0.314567,-0.005543095,-0.00405441,1.04734,2.1836,1.06127,0.445856,-1.29166,-0.35904,0.380545,-0.0237669,-1.61171,0.127552,0.481726,0.956362,0.60547,1.23717,0.0687051,0.524862,0.00719943,-0.0396043,-1.65687,0.401425,-0.100625,-0.0101248,-0.0388005,0.0463988,-0.0158935,-0.0665967,0.14239,-0.129958,-0.0961052,0.0565366,-0.000599556,0.0328312,0.0540894,-0.105012,-0.240046,0.990192,0.967879,0.442153,0.616251,0.961789,0.225939,0.657121,0.798629,0,0,0,0.296848,-0.132876,-0.776993
607,0.779341,-0.0001359535,0.787745,-0.908131,-0.373896,1.2377,-1.61077,1.177,-0.00529312,0.793962,-0.0006379705,0.47125,-0.210779,-0.0105652,1.74069,0.441331,0.000449156,0.944247,2.2786,-0.680327,-0.173504,-1.35375,-1.29096,1.74781,-0.209395,-0.231678,0.0973641,-0.0606854,-0.0617986,-0.0367572,0.026554,-0.00740028,0.0469933,-0.0776683,-0.102663,-0.0299318,-0.037065,0.0334202,0.0189288,-0.0705445,0.998054,0.761129,0.628858,0.924887,0.378506,0.237827,0.899389,0.579975,0.608093,0,0,0,0.250908,1.80898,-1.28717
608,0.205615,0.130571,-0.899711,-0.0392081,-0.98518,-1.08521,-0.0965854,0.128399,1.28423,-0.005902415,-1.20125,-0.000462024,-1.58838,-0.319278,0.0954487,1.0858,0.725906,0.506244,0.524754,2.63465,0.003279085,0.784869,-0.135529,2.33071e-05,-2.09128,0.201949,0.0360828,-0.032267,-0.0810359,-0.00325017,-0.0622171,0.00759536,0.101699,-0.0704535,0.00600098,-0.0485619,0.00593302,-0.0398941,0.00734123,-0.0241275,1.40758,0.617252,0.272824,0.362793,0.22961,0.620367,0.733176,0.319441,0.903215,0,0,0,-1.20098,-1.21225,0.617496
609,0.191936,-0.670551,0.119227,0.432003,1.3982,0.285615,0.572687,-1.83498,1.97885,-1.57401,0.0429375,1.24216,0.00408214,-0.622214,0.52333,0.594379,0.000449156,-1.8438,-1.11485,-1.63979,-0.83058,-0.934909,0.538691,0.983537,1.08211,-1.44231,0.0394503,0.0636927,-0.083587,-0.0204409,0.0636918,-0.0864883,0.0392405,-0.0664702,-0.0817696,-0.0145681,0.0298054,0.0100243,0.0421314,-0.0315263,1.1,0.42722,0.670762,0.276715,0.0957524,0.0742528,0.10764,0.789069,0.532229,0,0,0,0.89945,-0.258155,-1.89585
620,0.674077,0.193681,-0.257657,0.691388,1.1388,0.663283,-0.181365,-1.96444,-0.00529312,-0.005902415,-0.0348257,-0.374838,1.13187,0.0042206,0.0224741,2.35887,0.000449156,-0.534194,-0.592738,-0.238923,0.756856,0.18063,-0.190227,-1.27446,-1.88147,0.893437,0.0226929,-0.0474269,0.0821657,0.0859822,0.0253801,0.0468497,0.0601721,-0.00161115,-0.0448061,0.0525659,-0.00709459,0.0294922,0.0316857,0.00581885,-0.893575,0.402062,0.356459,0.142199,0.768351,0.822997,0.452514,0.233779,0.946853,0,0,0,0.44836,-0.716536,0.591408
621,0.45693,1.2665,0.483392,0.447653,-1.2859,-0.154763,-0.00628882,0.948737,-2.04783,-0.385616,0.57931,0.939979,-0.833552,0.20098,0.960027,-2.03113,1.03835,-0.255199,-1.10316,0.355805,-0.278196,2.17825,2.38044,0.911289,-0.351932,-0.9419,0.161434,0.17252,0.0376475,0.0867665,-0.026966,0.0749912,0.0799375,-0.205593,-0.100905,0.0360779,0.0354735,-0.139503,0.100694,-0.0671483,-1.28426,0.786394,0.379488,0.612694,0.728233,0.771337,0.829267,0.267182,0.156045,0,0,0,-2.96137,0.260271,-0.787873
626,-2.06125,-2.04792,-0.394601,1.26176,-2.01207,-0.478654,1.45024,-0.559997,0.559792,0.659798,-0.0006379705,-1.15686,1.26528,1.14268,0.143879,-0.527642,0.000449156,-1.0692,-0.950557,-1.21358,1.18039,1.96804,0.666701,-0.960087,0.470985,0.344061,-0.0211373,0.0591003,-0.0461529,0.0252162,-0.0228558,0.0347885,-0.0170924,0.00470876,0.0558634,0.00345736,0.0163994,0.033764,0.0402541,-0.0529174,1.45496,0.600192,0.707234,0.43349,0.247529,0.920049,0.899698,0.942958,0.83439,0,0,0,-0.200721,-1.31052,0.24715
627,0.48841,0.609481,1.18977,0.462619,1.19176,-0.175696,0.525753,-0.00132395,0.428353,-0.371085,1.69069,-0.867473,0.00408214,0.0042206,-0.261414,0.69591,1.98065,0.764724,0.850131,0.00854248,-0.224696,-0.909289,0.00719943,2.33071e-05,-0.945917,0.59747,-0.0870896,-0.11296,-0.00217495,0.0703964,0.0950824,-0.111425,0.0966823,-0.0923406,-0.174711,0.0127217,0.0279911,0.0339839,0.0306671,0.00700038,0.621094,0.987038,0.166921,0.712838,0.0727222,0.368915,0.247104,0.910964,0.972901,0,0,0,-2.85729,1.78302,1.07128
628,0.571277,1.22632,-1.62824,1.10209,-0.933208,-0.983865,-0.00628882,-0.244554,0.176334,-2.11317,-0.0006379705,-1.15193,-0.135856,0.416241,1.291,0.233191,0.07596,0.278288,1.31109,0.0601804,0.003279085,-0.525927,0.220643,-1.28155,0.558891,-0.588505,0.0221648,0.0251756,-0.0816559,0.0609532,-0.0464508,-0.0836903,0.0127473,-0.252454,-0.114267,0.0410336,0.0209069,-0.109893,0.0765498,-0.0165197,1.23624,0.744673,0.304015,0.742395,0.978232,0.657644,0.522365,0.951045,0.0482389,0,0,0,-0.679044,-0.665933,-0.536761
631,-1.57843,-1.53681,-0.206261,-0.11489,-1.16235,-0.11379,1.47356,0.0396984,-1.43478,-0.254206,0.0071589,-0.489438,-1.56631,0.896601,-0.800574,1.58802,0.000449156,-1.07934,0.298038,-0.252855,-0.969195,-0.507827,-0.0961354,2.33071e-05,1.9881,-0.373307,0.169808,0.197734,0.0285571,-0.00525138,-0.171214,0.0166445,-0.00581101,-0.00849834,0.112369,0.0264828,-0.109473,-0.0580382,0.059078,0.0357575,-1.27354,0.645554,0.67606,0.818486,0.736676,0.475476,0.203446,0.238496,0.671925,0,0,0,-1.01965,-0.546221,0.455349
645,-0.959672,-0.551788,0.690772,0.35658,0.376891,1.01311,-0.0652076,-0.634318,-1.12032,-1.3582,-0.668949,-0.511747,1.1218,0.463025,0.925246,0.158208,1.58361,1.0233,2.09948,0.00854248,-0.455389,0.876698,0.528696,-1.07668,0.582885,1.83236,-0.260167,-0.18352,0.0635769,-0.0732356,0.10592,0.00553214,0.0508325,0.00297009,-0.118773,-0.0572028,0.0638017,0.0560195,-0.00883882,0.0759183,1.14912,0.0826616,0.696955,0.412098,0.826273,0.847073,0.29628,0.0228824,0.0949166,0,0,0,0.058555,-1.15982,-0.411389
646,-1.90292,-1.61374,1.75233,-0.00751254,-0.005543095,0.924859,0.122836,1.39056,-1.61313,-0.0720633,0.414609,0.122813,-0.896387,-1.24703,-0.941141,0.286154,2.88733,-0.478554,-0.452889,0.972368,-0.666166,-0.853358,-1.34994,-0.999245,-0.486022,0.828706,0.102645,0.118669,0.0045375,-0.0176346,-0.0923634,-0.0167091,-0.0877021,-0.0812475,-0.00639001,0.068591,-0.0202323,0.0187791,0.167164,-0.0354042,1.32903,0.93606,0.927892,0.910093,0.157027,0.901989,0.265046,0.768322,0.0262477,0,0,0,-0.36122,-1.34384,-0.076261
648,1.43479,1.48265,-0.961925,-0.00751254,-0.783324,-0.00405441,-0.0801526,0.425005,-0.816572,0.590081,0.732672,1.73549,0.883099,0.0317201,0.367572,-1.40613,0.000449156,0.696949,-0.891626,-0.358374,0.317079,0.698542,-0.606588,-1.02032,2.07781,-0.390552,-0.0692916,-0.0299192,-0.0174171,0.0302811,-0.000128191,-0.0393145,0.0489731,-0.0706751,-0.0078625,0.00272111,0.000889943,0.0100031,0.00695882,0.0874427,1.45033,0.0149257,0.829985,0.348852,0.552253,0.886732,0.803691,0.440742,0.10075,0,0,0,-2.33355,1.01747,1.24333
651,0.0262582,-0.319165,-0.00728943,-1.25733,-0.12348,-0.519932,-0.812408,-1.10075,-0.111198,-1.09838,-0.0006379705,-1.61345,0.00408214,-0.0743174,-1.16222,0.391321,0.000449156,-0.824085,-1.66733,-0.891863,0.207188,-1.33468,0.12684,0.0630559,-1.72004,-0.946745,0.065053,0.0426397,0.090591,0.0759012,0.0765,-0.000934863,0.0126639,-0.103367,0.00682054,0.0245893,0.105947,-0.0296926,0.0107951,-0.0101325,-0.153863,0.504621,0.259368,0.467937,0.251179,0.687232,0.871431,0.395486,0.77835,0,0,0,-0.384235,-1.47063,1.10188
656,-0.669532,-0.118734,-0.724405,1.507,-1.21932,-0.00405441,-0.593397,-1.46674,1.05206,0.229278,0.688762,0.125564,-1.49981,-0.00733978,1.97109,-2.07763,0.0177632,-0.272347,0.435302,1.33545,0.0716161,0.0546206,-0.575435,-0.609799,0.615952,0.936218,-0.0188535,0.00472667,-0.00723709,0.0982679,0.0255743,-0.0421344,0.0200131,0.0259272,-0.02921,0.0468835,-0.0124966,-0.0657791,0.00721125,-0.0993133,-0.369963,0.821814,0.695286,0.20857,0.934121,0.313624,0.304284,0.151832,0.711952,0,0,0,-0.808744,0.932998,1.45069
667,1.16271,0.53022,1.99699,-0.783184,1.13106,0.10981,-0.00628882,-0.767906,-0.367891,1.32962,-1.58042,-1.4617,0.206344,1.36718,0.277138,-0.71712,1.55637,-0.760037,-0.295248,-0.342022,-0.10428,-0.657462,0.0020019,2.33071e-05,-1.19527,1.256,-0.0968339,0.0335052,0.00653647,0.0940505,0.0560314,-0.0888029,-0.0398626,-0.0195357,-0.18929,-0.0794289,0.17044,-0.0848351,0.0269948,-0.0852542,-0.512415,0.966499,0.19291,0.469049,0.439778,0.828776,0.461572,0.308161,0.833088,0,0,0,-0.785687,0.602033,0.209241
673,0.171326,-1.09399,-0.00728943,-0.447816,0.163764,0.874546,-0.717307,-1.14725,-0.864204,-0.483306,0.299166,-0.000462024,-0.318716,-0.388593,-0.394175,1.07727,0.000449156,0.580979,1.40991,-1.99876,-0.474285,-0.858821,0.0231596,-0.104506,-0.275072,-0.419974,-0.102837,-0.0737822,0.0708364,-0.0304813,0.0910999,-0.0565762,0.168157,-0.00864246,-0.126151,-0.0533971,0.020771,0.040172,-0.0255883,-0.033574,-0.438246,0.689105,0.955622,0.205155,0.628857,0.756529,0.996374,0.881777,0.887385,0,0,0,-2.47842,0.227638,-0.967377
676,-0.474564,-0.77702,-1.00989,-0.00751254,-0.47279,0.491633,-0.596785,-0.744014,0.941111,-1.54408,-0.951038,0.408773,0.175805,-0.528489,-0.494811,-0.791596,1.30192,-0.998974,0.758541,0.00224311,-0.120264,-0.0618363,0.00719943,-0.691835,-0.164189,-0.718624,-0.0415389,-0.076681,0.0666813,0.0014264,0.0193488,-0.0309389,0.0369105,-0.0621595,-0.122175,-0.0259887,0.0511639,-0.0123674,0.0357773,-0.0251829,0.00965169,0.797185,0.468234,0.187743,0.158033,0.516884,0.495149,0.711915,0.207255,0,0,0,-1.61418,-1.55026,1.40184
684,-1.24675,-0.659831,-0.235593,1.3805,-0.654953,0.923297,1.18259,1.46916,1.26244,1.43797,0.343731,1.7223,-1.02806,0.647259,1.01654,0.568936,0.356041,-0.851899,0.004272155,-1.99989,0.003279085,0.77636,-0.0356043,-0.267109,-0.743229,0.672648,-0.01958,0.0363148,-0.0520635,-0.0106451,0.0279056,0.026159,0.00950104,-0.101619,-0.0804264,0.136782,0.00843107,-0.0648173,0.0499206,-0.00940872,-2.02143,0.0619681,0.00417575,0.624994,0.0625015,0.0282797,0.175595,0.66332,0.421297,0,0,0,-1.32505,-1.05531,-0.741099
690,-0.760514,-0.320955,1.18511,0.0305964,1.17331,0.55786,-0.60123,-0.00132395,1.06459,-0.638045,-0.0006379705,1.22453,0.719537,-0.087285,0.0013667,0.175816,0.237458,0.537801,1.36305,0.00854248,0.760823,-1.105,0.358087,-1.44566,-0.106344,0.44339,-0.0445197,0.0226312,-0.000230484,0.129906,-0.0440851,0.00239176,-0.0366649,-0.0421323,-0.0675121,0.0634968,0.036251,-0.0429886,0.0334771,0.0125198,0.284379,0.518675,0.989306,0.100118,0.252596,0.566686,0.0315812,0.377798,0.44701,-2,0,0,0.228601,-1.56196,0.244698
691,0.18378,0.405465,-1.96477,0.533983,-0.0674525,-0.00405441,0.0280583,0.448838,-1.56674,-1.09512,-2.33861,0.754719,-0.325807,-0.841085,-0.470831,-0.799558,1.89122,0.0714051,-0.984959,0.29663,0.115277,-0.197955,-0.114818,-0.349567,-1.33827,0.513107,0.0318347,-0.0630019,0.0344376,-0.0105405,0.0870525,0.030675,0.00289442,-0.0960296,-0.162297,0.0655732,0.0924778,-0.0173074,-0.0178906,-0.0479567,-1.49764,0.0743028,0.0606344,0.311702,0.351107,0.976081,0.124514,0.6348,0.776579,0,0,0,-0.802194,-0.699307,-0.316876
692,1.32869,-0.0410661,0.981301,0.163358,0.827023,1.66996,-0.885139,-1.01135,-0.00529312,2.61567,-0.261389,0.0535791,0.140464,-2.95297,-0.312779,-0.35045,0.382252,0.134109,-0.817995,0.0996257,0.905861,0.384073,-1.01765,0.647864,0.783443,0.129255,-0.257014,-0.258435,0.0345885,0.0898014,0.230256,-0.129247,0.232965,-0.0407366,-0.333212,-0.0872405,0.16071,0.0484835,-0.0207646,-0.0330804,0.8,0.0288422,0.182302,0.502135,0.467013,0.49963,0.483199,0.662263,0.288464,0,0,0,-1.83066,0.925788,-0.342387
693,-0.64313,0.316868,0.572031,-0.770317,-0.809393,-0.00405441,-0.466727,1.20653,0.895043,-0.988407,-0.0006379705,0.95995,-0.142234,0.728116,1.08412,0.0830103,0.000449156,1.10891,0.946519,0.0187135,-2.27456,0.00241088,1.56344,-0.40388,0.390501,0.849734,-0.0785071,-0.00583377,0.0463935,0.0774864,0.0337814,0.0192911,0.0187706,-0.100074,-0.027874,-0.0645827,-0.0451457,0.023719,-0.0294107,-0.0456037,0.404196,0.301709,0.166506,0.309516,0.297607,0.185297,0.65373,0.95734,0.12541,0,0,0,0.606076,0.422055,1.28907
